['RUK178', 'B738/M-SDFGIJ1LRWY/SB1', 'EGAA', 'EGPH', '25000', 'BLACA P600 TUNSO', 1707471010]
['EZY38MN', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EDDB', '37000', 'SONEX L975 DESIG L603 LAMSO DCT PETIK DCT BATEL T207 OGBER', 1707490931]
['SCE119', 'A320/M-VGDW/C', 'EGCC', 'EIDW', '17000', 'EKLAD Y53 WAL L10 PENIL L28 LELDO M145 BAGSO BAGSO3L', 1707490537]
['LOG28CG', 'AT76/M-SDFGRY/S', 'EGCC', 'EGHQ', '16000', 'KUXEM P17 NOKIN N862 PACSE N92 EXMOR', 1707491317]
['EZY95QD', 'A320/M-L/LB1', 'EGCC', 'LPMA', '36000', 'EKLAD Y53 WAL L10 PENIL M144 BAGSO DCT BUNED DCT TUVEN/M076F340 DCT TAMEL T213 BERUX/N0441F340 DCT PETEK/N0439F350 DCT PECKY DCT RAKUN', 1707492397]
['RYR789', 'A20N/M-VGDW/C', 'EGCC', 'EGGP', '4000', 'EKLAD DCT TIPOD', 1707490778]
['VIR85', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGCC', 'KLAS', '40000', 'EKLAD UY53 WAL M146 LUSOD DCT KUGUR DCT ETARI/M086 NATB SAXAN/N0485 N420A MIILS Q907 ADVIK/N0497 Q907 SIKBO Q905 HOCKE Q824 FNT J36 BAE J16 MCW J148 ONL J114 SNY J100 BCE DCT EED RNDRZ2', 1707492159]
['EZY2213', 'A320/M-VGDW/C', 'EGCC', 'LPMA', '34000', 'EKLAD UY53 WAL L10 PENIL M144 BAGSO DCT BUNED DCT TUVEN/M076F340 DCT TAMEL T213 BERUX/N0441F340 DCT PETEK/N0439F350 DCT PECKY DCT RAKUN', 1707492614]
['JBU1', 'A321/M-VGDW/C', 'EGCC', 'KJFK', '36000', 'EGCC/23R N0456F360 EKLA1R EKLAD UY53 WAL L10 PENIL M144 BAGSO DCT VENER/M080F360 NATD UMESI/N0441F360 DCT DANOL DCT ENE PARCH3 KJFK/13L', 1707492815]
['WTL877', 'A320', 'EGCC', 'LFRN', 'FL290', 'SANB1R SANBA N859 HON UN859 CPT Y321 PEPIS Q41 SAM M195 MARUK N621 LELNA DOMOK UT260 UPALO V20 LUVOP', 1707493930]
['EZY95QE', 'A320/M-VGDW/C', 'EGCC', 'LPMA', '36000', 'KUXEM P17 BEPHE DCT OSSEP DCT ELNIF DCT ZESPE DCT KLAKI DCT SALCO/N0444F350 DCT BALDA DCT ABUPI DCT BUSEN DCT NARTA DCT RAKUN', 1707492997]
['SAS4608', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'ENGM', '39000', 'POL UP17 TIPTA UM82 ROBEM DCT ALOTI DCT ADOPI', 1707492728]
['RYR1MQ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EIDW', '24000', 'EKLAD Y53 WAL L10 PENIL L28 LELDO/N0470F280 M145 BAGSO BAGSO1R', 1707492281]
['EZY90GK', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EGKK', '19000', 'SANBA N859 KIDLI', 1707494290]
['RYR191', 'B737/M-V/N', 'EGCC', 'EIDW', '26000', 'EKLA1R EKLAD DCT AGLIL UL28 PENIL M144 RAMOX DCT BAGSO BAGS2Z', 1707493504]
['EXS342', 'A339/H-VGDW/C', 'EGCC', 'LEPA', '41000', 'SANBA1R SANBA N859 HON UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT IBRAP UN13 LORES LORES1P', 1707494077]
['EZY805K', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EGNS', '20000', 'EKLAD Y53 WAL M146 LUSOD DCT IOM', 1707494529]
['EZY6KL', 'A20N/M-VGDW/C', 'EGCC', 'EGLL', '19000', 'SANBA N859 HON', 1707493717]
['NPT44', 'A320', 'EGCC', 'EGGD', '7000', 'KUXEM1R P17 NOKIN N862 WEBVE', 1707493592]
['EIN611', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EINN', '36000', 'EKLA1R EKLAD UY53 WAL L10 PENIL M144 BAGSO DCT PELIG DCT DIGAN DIGAN2E', 1707494708]
['ELY695', 'B748/H-SDE3FGHIM1M2RWXY/LB1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707495310]
['EIN4TF', 'A320/M-VGDW/C', 'EGCC', 'EIDL', '30000', 'EKLAD UY53 WAL L10 PENIL UL70 BAGSO DCT CFN', 1707495069]
['EZY38WL', 'A320/M-VGDW/C', 'EGCC', 'LXGB', '36000', 'KUXEM P17 BEPHE DCT OSSEP DCT ELNIF DCT ZESPE DCT KLAKI DCT SALCO/N0435F350 DCT DELOG/N0444F370 DCT CRISA UN864 PIMOS', 1707495821]
['VIR73S', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGCC', 'EGLL', '19000', 'LISTO2S LISTO L612 HON HON1H', 1707495996]
['RYR16A', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EHAM', '33000', 'DESIG L603 LAMSO', 1707496453]
['EZY13FC', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'LOWI', '37000', 'SANBA N859 HON L15 BIG UL9 KONAN UL607 KOK M150 PITES DCT EDISA DCT BATUB M738 MADEB MADEB1B', 1707498012]
['GGALB', 'P28A', 'EGCC', 'EGNH', '2000', '', 1707497413]
['EXS34NR', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'LEBL', '37000', 'SANBA N859 HON UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT PUMAL', 1707497795]
['RYR16TR', 'B738/M-VGDW/C', 'EGCC', 'LEAL', '37000', 'SANBA N859 UTUXA UN859 SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN DCT ANETO DCT POSSY DCT XIMPE DCT RIMES UN860 VLC', 1707497375]
['RYR52MB', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'LROP', '37000', 'SONEX L975 DESIG L603 LAMSO DCT NOMKA DCT TALEG L620 PIKIB DCT OMELO DCT GOLOP DCT ODNEM DCT ERGOM DCT TEGRI/N0399F170 DCT NEKUL DCT LAMIT DCT TOSVI', 1707499208]
['TVS78', 'B737/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EGKK', '19000', 'LISTO L612 HON N859 KIDLI', 1707499808]
['RYR76WQ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EDDB', '35000', 'SONEX UL975 DESIG L603 LAMSO DCT PETIK DCT BATEL T207 OGBER', 1707499509]
['EZY78WE', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'LEMG', '38000', 'KUXEM P17 BEPHE DCT OSSEP DCT ELNIF DCT ZESPE DCT KLAKI DCT SALCO DCT DELOG DCT CRISA DCT VULPE', 1707500296]
['SHT3G', 'A21N/M-VGDW/C', 'EGCC', 'EGLL', '19000', 'LISTO L612 HON', 1707500422]
['SHT28G', 'A21N/M-VGDW/C', 'EGCC', 'EGLL', '19000', 'SANBA N859 HON', 1707500136]
['DLH2OI', 'A346/H-SDE2E3FGHIJ3J4J5M1RWXY/LB1D1', 'EGCC', 'EGKK', '18000', 'LISTO P18 STAFA L8 HON N859 KIDLI', 1707500860]
['BAW1158', 'A320', 'EGCC', 'EDDG', '25000', 'EGCC/23R SONE1R SONEX L975 DENBY N57 TNT Q4 EMBOR N601 EBOTO P155 SIVDA P137 REDFA L620 OLDOD DCT DOMEG DOME2J EDDG/HMM.I25', 1707502566]
['RYR33K', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EGKK', '19000', 'SANBA N859 KIDLI', 1707500594]
['EZY457', 'A320', 'EGCC', 'EGLL', '18000', 'EGCC/23R N0372F150 SANB1R SANBA N859 HON HON1H EGLL/27L', 1707501548]
['BAW5EH', 'A319/M-VGDW/C', 'EGCC', 'EGLL', '19000', 'SANBA1R SANBA N859 HON HON1H', 1707501069]
['EXS11T', 'A339/H-VGDW/C', 'EGCC', 'EGPH', '24000', 'POL5R POL UN601 INPIP INPIP1E', 1707502717]
['DAL8726', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'LEPA', '35000', 'SANBA N859 HON UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT IBRAP UN13 LORES', 1707503018]
['KLM72C', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707502450]
['KLM2844', 'A320/M-VGDW/C', 'EGCC', 'EDDF', '31000', 'SANBA N859 HON L15 BIG UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM', 1707502178]
['RYR961Z', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EHEH', '35000', 'SANBA UN859 HON P155 SIVDA P137 REDFA', 1707503466]
['TOM44AC', 'B789', 'EGCC', 'EGKK', '19000', 'SANBA1R SANBA N859 KIDLI KIDLI1G', 1707503617]
['WZZ3345', 'A20N/M-VGDW/C', 'EGCC', 'EGKK', '27000', 'SANBA N859 KIDLI', 1707503290]
['CFG29KA', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EDDF', '35000', 'LISTO L612 HON L15 BIG UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCOM1B', 1707503772]
['DLH4KY', 'A321/M-SDE3FGHIRWY/LB1', 'EGCC', 'EDDM', '37000', 'DESIG L603 LAMSO DCT EVELI DCT DODEN DCT TABUM DCT HAREM/N0449F350 T104 ROKIL', 1707504315]
['BAW5211', 'B463', 'EGCC', 'EPRZ', '31000', 'SONEX L975 DESIG L603 LAMSO DCT EVELI DCT HLZ DCT SUBIX L980 ADVAB L981 ETITI', 1707504131]
['EZY9001', 'A21N/M-VGDW/C', 'EGCC', 'EGKK', '22000', 'SANBA N859 HON UN859 KIDLI', 1707504425]
['EZY18A', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707504997]
['KLM1011', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EHAM', '20000', 'SONEX DCT DESIG L603 LAMSO', 1707504699]
['AUA4559', 'A339/H-VGDW/C', 'EGCC', 'EGKK', '19000', 'SANBA N859 KIDLI', 1707505115]
['RYR3KL', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'LFOB', '33000', 'SANBA N859 HON UL612 WOD UM605 SFD/N0365F230 M605 HARDY/N0342F190 M605 XIDIL/N0330F170 M605 PETAX J150 VELOL', 1707507754]
['RYR14', 'B738', 'EGCC', 'EGKK', '19000', 'SANBA1R SANBA N859 KIDLI KIDLI1G', 1707505268]
['EZY1183', 'A20N', 'EGCC', 'EDDF', '39000', 'SONEX1R SONEX UL975 DESIG L603 LAMSO DCT EVELI DCT SOGPO DCT DIXAT T149 LIPMI T911 COL/N0303F110 T911 ROLIS ROLIS3A', 1707506650]
['RYR133', 'B789/H-VGDW/C', 'EGCC', 'EGKK', '19000', 'SANBA N859 KIDLI', 1707505748]
['KLM219', 'A20N/M-VGDW/C', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707505625]
['AZT017', 'B744/H-TU/A', 'EGCC', 'LIPZ', '37000', 'SANBA UN859 HON L15 BIG L607 KONAN UL607 KOK M150 PITES DCT EDISA DCT BATUB M738 ADOSA L612 ALBET ', 1707505477]
['RYR4DG', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'GCFV', '37000', 'KUXEM P17 BEPHE DCT OSSEP DCT ELNIF DCT ZESPE DCT KLAKI DCT SALCO DCT BALDA DCT ABUPI DCT TAKAV DCT VEDOD UN857 TERTO', 1707508089]
['QTR5353', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707506413]
['CFG1123', 'A20N/M-VGDW/C', 'EGCC', 'EDDM', '39000', 'SANBA N859 HON L15 BIG UL9 KONAN UL607 MATUG DCT MOVUM T109 HAREM/N0373F230 T104 ROKIL ROKIL1A', 1707506017]
['RYR70YX', 'B38M/M-SDE1FGHILORVWXY/HB1', 'EGCC', 'EICK', '34000', 'EKLAD UY53 WAL L10 PENIL M144 BAGSO DCT TISMO TISMO1R', 1707507426]
['KLM2844', 'A320/M-VGDW/C', 'EGCC', 'EDDF', '39000', 'LISTO L612 HON L15 BIG UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM', 1707506532]
['BAW5211', 'B463', 'EGCC', 'EPRZ', '31000', 'SONEX L975 DESIG L603 LAMSO DCT EVELI DCT HLZ DCT SUBIX L980 ADVAB L981 ETITI', 1707504739]
['RYR1979', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707506923]
['DLH943', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EDDF', '37000', 'LISTO L612 HONL15 BIG UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCOM1A', 1707507157]
['GERMA', 'BE36', 'EGCC', 'EGPH', '4000', '', 1707507071]
['TOM902', 'B78X/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707507311]
['RYR746', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EGKK', '19000', 'SANBA N859 KIDLI', 1707507909]
['KLM92T', 'B738/M-VGDW/C', 'EGCC', 'EHAM', '31000', 'SONEX UL975 DESIG L603 LAMSO', 1707508486]
['KLM1079', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EHAM', '33000', 'SONEX UL975 DESIG L603 LAMSO', 1707508629]
['RYR331', 'B738', 'EGCC', 'EHAM', '33000', 'SONEX1R SONEX UL975 DESIG L603 LAMSO LAMSO2A', 1707508820]
['S28U', 'C152', 'EGCC', 'EGPF', '9000', 'POL4S POL N601 RIBEL RIBEL1G', 1707509292]
['RYR12Y', 'B737/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EGPH', '24000', 'POL UN601 INPIP', 1707508958]
['DJT300', 'A321/M-VGDW/C', 'EGCC', 'LFMN', '35000', 'SANBA N859 HON UL612 RESMI UM728 KETEX DCT KOTIS DCT KUKOR DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR', 1707509501]
['BAW99', 'A320/M-ICAO/L', 'EGCC', 'LFPG', '30000', 'SANBA1R SANBA N859 HON UL612 WOD/N0407F250 UM605 BIBAX BIBAX9P', 1707509982]
['OCN4L1', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EDDH', '37000', 'SONEX L975 DESIG L603 LAMSO DCT VALAM DCT DOBAK N125 REVLA T907 SORUN T903 RIBSO RIBSO1D', 1707510795]
['RYR79TK', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EGAA', '24000', 'EKLAD Y53 WAL M146 IPSET P6 BELZU', 1707511033]
['KLM92T', 'B738/M-VGDW/C', 'EGCC', 'EHAM', '31000', 'SONEX UL975 DESIG L603 LAMSO', 1707510978]
['JBU637', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EGKK', '19000', 'SANBA N859 HON UN859 KIDLI', 1707510705]
['EZY176', 'A319/M-SDE3FGHIRWY/LB1', 'EGCC', 'LFPG', '37000', 'SANBA N859 HON UL612 WOD UM605 XIDIL M605 BIBAX', 1707513131]
['EXS1HL', 'B752/M-SDE2E3FGHIJ3J4J7RWXY/LB1', 'EGCC', 'LEMG', '37000', 'SANBA N859 HON UN859 CPT/N0432F230 Y321 PEPIS/N0452F360 Q41 SAM N63 OLGUD/N0452F380 N63 LELNA/N0453F370 DCT NOVAN DCT DELOG DCT CRISA DCT VULPE', 1707512315]
['EAI213', 'AT76/M-SDFGIRY/S', 'EGCC', 'EIDW', '18000', 'EKLAD Y53 WAL L10 PENIL M144 BABRA DCT BAGSO BAGSO2L', 1707511482]
['EZY403V', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EGAC', '24000', 'EKLAD Y53 WAL M146 ERDUV Z198 MASOP M148 MAGEE', 1707511871]
['BAW248', 'A320', 'EGCC', 'EGPH', '24000', 'POL5R POL N601 INPIP INPIP1E', 1707511933]
['VFE53K', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'HECA', '29000', 'LISTO P18 STAFA L8 HON L15 BIG/N0453F330 UL9 KONAN UL607 KOK DCT LIRSU DCT KRH DCT UTABA DCT BEMKI DCT ELMEM DCT DIRAB DCT VESAL DCT PEVAL/N0453F350 DCT EBITA DCT SPL DCT VAKSU DCT KOFER DCT PINDO DCT KUMBI L612 BLT A16 CVO', 1707513545]
['FLYV149', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGCC', 'HECA', '29000', 'LISTO P18 STAFA L8 HON L15 BIG/N0458F370 UL9 KONAN UL607 KOK DCT LIRSU DCT KRH DCT UTABA/N0456F390 DCT BEMKI DCT ELMEM DCT DIRAB DCT VESAL DCT PEVAL DCT EBITA DCT SPL DCT VAKSU DCT KOFER DCT PINDO DCT KUMBI L612 BLT A16 CVO', 1707513788]
['RYR15S', 'B738/M-VGD/A', 'EGCC', 'EHAM', '31000', 'DESIG L603 LAMSO', 1707513277]
['KLM2844', 'A320/M-VGDW/C', 'EGCC', 'EDDF', '39000', 'LISTO L612 HON L15 BIG UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM', 1707513880]
['RYR74VZ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'EIDW', '24000', 'EKLAD Y53 WAL L10 PENIL L28 LELDO M145 BAGSO BAGSO1K', 1707515347]
['EZY703E', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'BIKF', '36000', 'EKLAD UY53 WAL M146 LUSOD DCT GOMUP/M076F360 DCT BREKI DCT BASLU BASLU3M', 1707515226]
['EZY414', 'A320/M-VGDW/C', 'EGCC', 'LOWI', '35000', 'LISTO L612 HON L15 BIG UL9 KONAN UL607 MATUG DCT AMASI DCT BOMBI T104 WLD M867 BAVAX Z106 MANAL M736 TULSI TULSI3A', 1707517206]
['SHT26M', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EGLL', '19000', 'SANBA N859 HON', 1707514931]
['BAW950', 'A20N/M-VGDW/C', 'EGCC', 'EGLL', '21000', 'SANBA N859 HON', 1707516817]
['EXS41CV', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'LTAI', '33000', 'SONEX UL975 DESIG L603 LAMSO DCT EVELI DCT NIGUG DCT TIVUN DCT ESAMA DCT OSBIT DCT TENLO DCT LAMSI DCT SITNI DCT SASAL DCT BABIT/N0460F350 DCT NIVIS DCT OKLOP DCT OBAGI DCT NISVA/K0852F350 DCT VIT DCT OTKOK DCT RODIP/N0459F350 UN131 KULAR UL854 KOZLU', 1707516070]
['BEL9HA', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EBBR', '29000', 'SANBA UN859 HON L15 BIG Q70 VABIK/N0383F230 Q70 KOK', 1707518495]
['TOM6421', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGCC', 'EGPH', '26000', 'POL N601 INPIP', 1707517693]
['EZY711', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EGHQ', '31000', 'KUXEM P17 OSSEP/N0417F230 P17 ZESPE/N0411F220 N92 EXMOR', 1707518675]
['RYR318', 'B738/M-VGDW/C', 'EGCC', 'EGPH', '20000', 'POL/N0391F200 N601 INPIP', 1707519335]
['KLM2844', 'A320/M-VGDW/C', 'EGCC', 'EDDF', '39000', 'SANBA N859 HON', 1707519216]
['FDX25R', 'B738/M-VGDW/C', 'EGCC', 'EGGW', '19000', 'LISTO L612 HON L15 FINMA', 1707519785]
['RYR4117', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGCC', 'LEIB', '35000', 'SANBA N859 HON UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT PUMAL UN859 BCN UZ174 CORDA', 1707522309]
['EZY87ZO', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'LEIB', '37000', 'SANBA N859 HON UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT PUMAL UN859 BCN UZ174 CORDA', 1707521466]
['N269L', 'E50P/L-VGDW/C', 'EGCC', 'EGGD', '18000', 'KUXEM P17 NOKIN N862 WEVBE', 1707520414]
['EZY21DP', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'LEIB', '37000', 'SANBA N859 HON UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT PUMAL UN859 BCN UZ174 CORDA', 1707522726]
['GEC1SF', 'B742/H-SDFHIRWXY/L', 'EGCC', 'EDDF', '23000', 'LISTO L612 HON/N0485F350 L15 BIG UL9 KONAN UL607 SPI/N0467F230 T180 NIVNU T847 IMCOM IMCOM1B', 1707521795]
['BAW1AC', 'A21N/M-VGDW/C', 'EGCC', 'EGLL', '27000', 'SANB1R SANBA N859 HON HON1H', 1707522488]
['TOM789', 'A359/H-VGDW/C', 'HEGN', 'EGCC', '36000', 'SOLOX V603 GIDID DCT KAPIT L677 CVO L617 NOZ L551 ANTAR DCT LAPSO DCT UVRIT/N0450F360 DCT RIPLI DCT SIGFO DCT KOGIS DCT BITLA DCT DOBAR DCT RETRA DCT NERRA DCT SIPAL DCT SPL DCT EBITA DCT ROTAR DCT ROKIB DCT SUXAN DCT HOC UL613 KOTUN DCT AMAXA DCT VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS', 1707442322]
['EZY26C', 'A320/M-VGDW/C', 'EGKK', 'EGCC', '22000', 'LAM N57 WELIN T420 ELVOS', 1707437855]
['BAW994', 'A339/H-VGDW/C', 'EGKK', 'EGCC', '24000', 'LAM6M LAM N57 WELIN T420 ELVOS ELVOS1M', 1707440553]
['RYR191', 'B738/M-V/N', 'EIDW', 'EGCC', '26000', 'ENDE1E ENDEQ Q36 ALAVA Z195 MALUD MALU1M', 1707441516]
['RYR191', 'B738/M-V/N', 'EIDW', 'EGCC', '26000', 'ENDE1E ENDEQ Q36 ALAVA Z195 MALUD MALU1M', 1707442174]
['RYR191', 'B738/M-V/N', 'EIDW', 'EGCC', '26000', 'ENDE1E ENDEQ Q36 ALAVA Z195 MALUD MALU1M', 1707442654]
['RYR191', 'B738/M-V/N', 'EIDW', 'EGCC', '26000', 'ENDE1E ENDEQ Q36 ALAVA Z195 MALUD MALU1M', 1707443975]
['RYR191', 'B738/M-V/N', 'EIDW', 'EGCC', '26000', 'ENDE1E ENDEQ Q36 ALAVA Z195 MALUD MALU1M', 1707445355]
['RYR191', 'B738/M-V/N', 'EIDW', 'EGCC', '26000', 'ENDE1E ENDEQ Q36 ALAVA Z195 MALUD MALU1M', 1707446676]
['BVX112B', 'A319/M-SDE3FGHIRWY/LB1', 'EINN', 'EGCC', '31000', 'PELIG DCT BOFUM Q37 MALUD', 1707461643]
['KLM1071', 'B738/M-VGDW/C', 'EHAM', 'EGCC', '30000', 'BERGI L602 SUPUR L60 OTBED', 1707462753]
['EXS749', 'B738/M-VGDW/C', 'EDDM', 'EGCC', '38000', 'GIVMI6S GIVMI Y101 INBED DCT REKDI DCT LOHRE DCT ADKUV DCT DENUT L610 LAM UN57 WELIN T420 ELVOS', 1707471631]
['EZY1A', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EDDS', 'EGCC', '18000', 'ROTWE5B ROTWE Y126 LUPEN V17 OBORN/N0433F380 UM164 ROTSI UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS', 1707476672]
['DLH3024', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EDDS', 'EGCC', '24000', 'OKIBA4B OKIBA N851 OSBIT P605 OBISI/N0436F380 L604 MAPOX DCT SPY DCT RAVLO Y70 OTBED', 1707478982]
['BOE29', 'B738/M-VGDW/C', 'EGNM', 'EGCC', '5000', ' EGNM/32 N0271F060 NELS3W NELSA DCT BURNI/N0267F050 DCT ROSUN DCT EGCC/05L ', 1707474304]
['SHT2J', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EGCC', '18000', 'UMLAT T418 WELIN T420 ELVOS', 1707477033]
['RYR67PG', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EIKY', 'EGCC', '29000', 'SHA3B SHA DCT PELIG DCT BOFUM Q37 MALUD', 1707484205]
['EZY9008', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGCC', '23000', 'GOSAM P600 FENIK L612 LAKEY', 1707484324]
['EZY74TC', 'A320/M-SDE3FGHIRWY/LB1', 'LSGG', 'EGCC', '38000', 'DIPIR B37 IBABA UZ124 OBURO UH10 CHABY UM733 KOPOR UY376 VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS', 1707487893]
['EZY121G', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGCC', '18000', 'BCN P69 FEBWI/N0400F200 P69 DIZIM N864 MONTY', 1707485732]
['RYR2EB', 'B738/M-VGDW/C', 'EIDW', 'EGCC', '19000', 'N0344F190 DCT BOFUM Q37 MALUD', 1707487053]
['CCA111', 'B748/H-V/N', 'EGPH', 'EGCC', '27000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS/N0481F230 L612 LAKEY LAKEY1M', 1707487413]
['LOG1FM', 'AT76/M-SDFGRY/S', 'EGNS', 'EGCC', '13000', 'TIMIS Q39 DANDI DCT PENIL', 1707486487]
['BVX106B', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGKK', 'EGCC', '24000', 'LAM N57 WELIN T420 ELVOS', 1707490113]
['EZY2MN', 'A320/M-SDE3FGHIRWY/LB1', 'EGKK', 'EGCC', '24000', 'LAM N57 WELIN T420 ELVOS', 1707490565]
['ETD406', 'A20N', 'EGPH', 'EGCC', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0370F230 L612 LAKEY', 1707487234]
['EZY53PZ', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'LKPR', 'EGCC', '36000', 'BALTU DCT DONAD DCT SOPGA DCT RAPET Z93 KODUK DCT MASEK DCT MAPOX DCT SPY DCT RAVLO Y70 OTBED', 1707495512]
['NPT44', 'A320', 'EGGD', 'EGCC', '17000', 'BCN N864 OKTEM OKTEM1M MIRSI/RNAV', 1707491676]
['EXS52GH', 'B738/M-SDE2E3FGHIRWXY/LB1', 'LHBP', 'EGCC', '38000', 'GILEP DCT ZOLKU DCT BEGLA DCT DEXIT DCT INBED DCT BOMBI DCT ADKUV DCT DENUT L610 LAM UN57 WELIN DCT ELVOS', 1707501812]
['EZY92KE', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGCC', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0369F230 L612 LAKEY', 1707494466]
['VIR6LF', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGPH', 'EGCC', '25000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS/N0431F230 L612 LAKEY DALEY2A', 1707494167]
